__time,/turtle1/cmd_vel/angular/x,/turtle1/cmd_vel/angular/y,/turtle1/cmd_vel/angular/z,/turtle1/cmd_vel/linear/x,/turtle1/cmd_vel/linear/y,/turtle1/cmd_vel/linear/z,/turtle2/cmd_vel/angular/x,/turtle2/cmd_vel/angular/y,/turtle2/cmd_vel/angular/z,/turtle2/cmd_vel/linear/x,/turtle2/cmd_vel/linear/y,/turtle2/cmd_vel/linear/z
1396293892.752,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.783,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.786,,,,,,,0.000000,0.000000,0.963009,0.942259,0.000000,0.000000
1396293892.813,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.843,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.873,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.886,,,,,,,0.000000,0.000000,0.885092,0.973244,0.000000,0.000000
1396293892.903,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.933,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.964,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293892.985,,,,,,,0.000000,0.000000,0.787484,1.012439,0.000000,0.000000
1396293892.994,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.026,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.056,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.086,,,,,,,0.000000,0.000000,0.708742,1.047274,0.000000,0.000000
1396293893.087,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.117,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.147,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.177,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.186,,,,,,,0.000000,0.000000,0.633988,1.082754,0.000000,0.000000
1396293893.208,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.239,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.269,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.285,,,,,,,0.000000,0.000000,0.564935,1.118438,0.000000,0.000000
1396293893.300,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.330,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.360,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.386,,,,,,,0.000000,0.000000,0.489538,1.159852,0.000000,0.000000
1396293893.391,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.421,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.452,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.482,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.486,,,,,,,0.000000,0.000000,0.435115,1.194654,0.000000,0.000000
1396293893.512,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.542,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293893.586,,,,,,,0.000000,0.000000,0.386604,1.228682,0.000000,0.000000
1396293893.590,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293893.686,,,,,,,0.000000,0.000000,0.253391,1.169958,0.000000,0.000000
1396293893.785,,,,,,,0.000000,0.000000,0.151007,1.104515,0.000000,0.000000
1396293893.886,,,,,,,0.000000,0.000000,0.098899,1.051519,0.000000,0.000000
1396293893.986,,,,,,,0.000000,0.000000,0.064777,1.001056,0.000000,0.000000
1396293894.086,,,,,,,0.000000,0.000000,0.042414,0.952977,0.000000,0.000000
1396293894.091,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.120,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.151,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.182,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.186,,,,,,,0.000000,0.000000,0.025288,0.899625,0.000000,0.000000
1396293894.213,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.244,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.274,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.286,,,,,,,0.000000,0.000000,0.016567,0.856453,0.000000,0.000000
1396293894.305,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.336,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.367,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.386,,,,,,,0.000000,0.000000,0.010854,0.815349,0.000000,0.000000
1396293894.398,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.428,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293894.430,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293894.486,,,,,,,0.000000,0.000000,0.238533,0.757870,0.000000,0.000000
1396293894.585,,,,,,,0.000000,0.000000,0.757492,0.684121,0.000000,0.000000
1396293894.686,,,,,,,0.000000,0.000000,1.086814,0.639685,0.000000,0.000000
1396293894.786,,,,,,,0.000000,0.000000,1.339653,0.613378,0.000000,0.000000
1396293894.886,,,,,,,0.000000,0.000000,1.508931,0.604930,0.000000,0.000000
1396293894.931,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293894.962,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293894.986,,,,,,,0.000000,0.000000,1.596776,0.615378,0.000000,0.000000
1396293894.993,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.023,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.053,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.084,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.086,,,,,,,0.000000,0.000000,1.576062,0.638469,0.000000,0.000000
1396293895.114,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.145,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.175,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.186,,,,,,,0.000000,0.000000,1.490577,0.671223,0.000000,0.000000
1396293895.205,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.235,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.265,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.286,,,,,,,0.000000,0.000000,1.363639,0.710653,0.000000,0.000000
1396293895.296,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.327,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.357,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.386,,,,,,,0.000000,0.000000,1.185955,0.762092,0.000000,0.000000
1396293895.388,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.418,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.449,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.479,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.485,,,,,,,0.000000,0.000000,1.038021,0.808356,0.000000,0.000000
1396293895.509,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.540,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.571,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.586,,,,,,,0.000000,0.000000,0.898121,0.855621,0.000000,0.000000
1396293895.601,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.631,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.662,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.686,,,,,,,0.000000,0.000000,0.770917,0.902777,0.000000,0.000000
1396293895.692,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.722,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.753,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.783,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.786,,,,,,,0.000000,0.000000,0.637521,0.957364,0.000000,0.000000
1396293895.814,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.844,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.875,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.886,,,,,,,0.000000,0.000000,0.545067,1.002811,0.000000,0.000000
1396293895.905,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.935,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.965,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293895.986,,,,,,,0.000000,0.000000,0.466204,1.047004,0.000000,0.000000
1396293895.995,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.025,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.055,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.085,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.086,,,,,,,0.000000,0.000000,0.399521,1.089798,0.000000,0.000000
1396293896.115,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.146,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.176,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.185,,,,,,,0.000000,0.000000,0.332646,1.137980,0.000000,0.000000
1396293896.206,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.236,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.266,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.286,,,,,,,0.000000,0.000000,0.287686,1.177466,0.000000,0.000000
1396293896.296,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.326,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.357,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.386,,,,,,,0.000000,0.000000,0.249782,1.215371,0.000000,0.000000
1396293896.387,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.417,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.449,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.479,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.486,,,,,,,0.000000,0.000000,0.217798,1.251697,0.000000,0.000000
1396293896.509,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.539,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.569,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.586,,,,,,,0.000000,0.000000,0.185606,1.292345,0.000000,0.000000
1396293896.600,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.630,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.660,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.686,,,,,,,0.000000,0.000000,0.163671,1.325366,0.000000,0.000000
1396293896.692,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.722,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.752,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.782,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.786,,,,,,,0.000000,0.000000,0.144960,1.357032,0.000000,0.000000
1396293896.812,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.842,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.872,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.886,,,,,,,0.000000,0.000000,0.128928,1.387308,0.000000,0.000000
1396293896.903,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.933,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.965,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293896.985,,,,,,,0.000000,0.000000,0.112349,1.420934,0.000000,0.000000
1396293896.995,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.025,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.057,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.086,,,,,,,0.000000,0.000000,0.100858,1.448289,0.000000,0.000000
1396293897.087,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.117,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.148,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.178,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.185,,,,,,,0.000000,0.000000,0.090812,1.474366,0.000000,0.000000
1396293897.208,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.239,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.269,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.286,,,,,,,0.000000,0.000000,0.082030,1.499272,0.000000,0.000000
1396293897.300,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.331,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.361,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.386,,,,,,,0.000000,0.000000,0.072799,1.526988,0.000000,0.000000
1396293897.392,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.422,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.452,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.482,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.486,,,,,,,0.000000,0.000000,0.066237,1.549482,0.000000,0.000000
1396293897.513,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.543,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.574,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.586,,,,,,,0.000000,0.000000,0.060359,1.570798,0.000000,0.000000
1396293897.604,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.634,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.664,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.686,,,,,,,0.000000,0.000000,0.055188,1.591352,0.000000,0.000000
1396293897.695,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.725,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.756,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.786,,,,,,,0.000000,0.000000,0.049574,1.613935,0.000000,0.000000
1396293897.787,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.816,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.846,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.876,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.885,,,,,,,0.000000,0.000000,0.045542,1.632327,0.000000,0.000000
1396293897.907,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293897.918,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293897.986,,,,,,,0.000000,0.000000,0.034030,1.586000,0.000000,0.000000
1396293898.086,,,,,,,0.000000,0.000000,0.022284,1.509825,0.000000,0.000000
1396293898.186,,,,,,,0.000000,0.000000,0.013289,1.425316,0.000000,0.000000
1396293898.286,,,,,,,0.000000,0.000000,0.008703,1.356885,0.000000,0.000000
1396293898.386,,,,,,,0.000000,0.000000,0.005702,1.291764,0.000000,0.000000
1396293898.419,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.450,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.481,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.486,,,,,,,0.000000,0.000000,0.003734,1.229734,0.000000,0.000000
1396293898.512,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.542,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.572,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.586,,,,,,,0.000000,0.000000,0.002226,1.160860,0.000000,0.000000
1396293898.602,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,,,,,,
1396293898.630,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293898.686,,,,,,,0.000000,0.000000,0.229874,1.114238,0.000000,0.000000
1396293898.758,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,,,,,,
1396293898.786,,,,,,,0.000000,0.000000,0.500888,1.081337,0.000000,0.000000
1396293898.886,,,,,,,0.000000,0.000000,0.678601,1.058877,0.000000,0.000000
1396293898.985,,,,,,,0.000000,0.000000,0.806413,1.044795,0.000000,0.000000
